,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,city,latitude,longitude,address
10,zrCLyj2GEW1LGD_lT7oQ-g,the-creole-burger-bar-and-southern-kitchen-lansing,The Creole Burger Bar & Southern Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/jCb8S_CwuKgly4XA6qEBOw/o.jpg,False,https://www.yelp.com/biz/the-creole-burger-bar-and-southern-kitchen-lansing?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,241,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'southern', 'title': 'Southern'}]",4.0,"{'latitude': 42.747993, 'longitude': -84.5494029}",['delivery'],$$,"{'address1': '1218 Turner St', 'address2': None, 'address3': '', 'city': 'Lansing', 'zip_code': '48906', 'country': 'US', 'state': 'MI', 'display_address': ['1218 Turner St', 'Lansing, MI 48906']}",+15172675372,(517) 267-5372,2707.1525049592083,Lansing,42.747993,-84.5494029,"1218 Turner St, Lansing, MI 48906"
11,2ZRA7Z0_laLeHVRE4_xF5g,pablos-old-town-lansing-2,Pablo's Old Town,https://s3-media1.fl.yelpcdn.com/bphoto/KuzrNLZy9_qOXdj-RLDeZg/o.jpg,False,https://www.yelp.com/biz/pablos-old-town-lansing-2?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,232,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,"{'latitude': 42.7475886, 'longitude': -84.5489294}",['delivery'],$,"{'address1': '311 E Grand River Ave', 'address2': '', 'address3': '', 'city': 'Lansing', 'zip_code': '48906', 'country': 'US', 'state': 'MI', 'display_address': ['311 E Grand River Ave', 'Lansing, MI 48906']}",+15173720887,(517) 372-0887,2680.832573817081,Lansing,42.7475886,-84.5489294,"311 E Grand River Ave, Lansing, MI 48906"
12,v_nnjYy7j0U3Ey8ucwYbEA,joses-cuban-sandwich-and-deli-lansing-3,Jose's Cuban Sandwich & Deli,https://s3-media2.fl.yelpcdn.com/bphoto/BJ4RjLmheWNZJH0844OgWw/o.jpg,False,https://www.yelp.com/biz/joses-cuban-sandwich-and-deli-lansing-3?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,134,"[{'alias': 'cuban', 'title': 'Cuban'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 42.7295761108398, 'longitude': -84.5374908447266}","['delivery', 'pickup']",$,"{'address1': '401 S Pennsylvania Ave', 'address2': '', 'address3': '', 'city': 'Lansing', 'zip_code': '48912', 'country': 'US', 'state': 'MI', 'display_address': ['401 S Pennsylvania Ave', 'Lansing, MI 48912']}",+15173746832,(517) 374-6832,2549.7332942873563,Lansing,42.7295761108398,-84.5374908447266,"401 S Pennsylvania Ave, Lansing, MI 48912"
13,rGbhcAZ-pDYyw3Y938XGng,capital-city-bbq-lansing,Capital City BBQ,https://s3-media4.fl.yelpcdn.com/bphoto/tGG1EhT-cU87z9KW1Rkdeg/o.jpg,False,https://www.yelp.com/biz/capital-city-bbq-lansing?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,135,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}]",4.0,"{'latitude': 42.741176, 'longitude': -84.567016}",['delivery'],$,"{'address1': '1026 W Saginaw St', 'address2': None, 'address3': '', 'city': 'Lansing', 'zip_code': '48915', 'country': 'US', 'state': 'MI', 'display_address': ['1026 W Saginaw St', 'Lansing, MI 48915']}",+15177211500,(517) 721-1500,1437.1422387723826,Lansing,42.741176,-84.567016,"1026 W Saginaw St, Lansing, MI 48915"
14,KKU55JQHEdULkiuAc0GABA,sushi-moto-lansing,Sushi Moto,https://s3-media3.fl.yelpcdn.com/bphoto/rUmJ62hd2PvdCd3b14CZRw/o.jpg,False,https://www.yelp.com/biz/sushi-moto-lansing?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,139,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.5,"{'latitude': 42.7385864257812, 'longitude': -84.6211624145508}",['delivery'],$$,"{'address1': '436 Elmwood Rd', 'address2': '', 'address3': '', 'city': 'Lansing', 'zip_code': '48917', 'country': 'US', 'state': 'MI', 'display_address': ['436 Elmwood Rd', 'Lansing, MI 48917']}",+15175804321,(517) 580-4321,4439.557367106441,Lansing,42.7385864257812,-84.6211624145508,"436 Elmwood Rd, Lansing, MI 48917"
15,TNlx1Ax-W-9jZC2n6DQ8iQ,fidlers-on-the-grand-lansing,Fidler's on the Grand,https://s3-media4.fl.yelpcdn.com/bphoto/tIDLDvDRBdJq-E05uR28FA/o.jpg,False,https://www.yelp.com/biz/fidlers-on-the-grand-lansing?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,81,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.5,"{'latitude': 42.7676299, 'longitude': -84.59465}",['delivery'],$,"{'address1': '4805 N Grand River Ave', 'address2': None, 'address3': '', 'city': 'Lansing', 'zip_code': '48906', 'country': 'US', 'state': 'MI', 'display_address': ['4805 N Grand River Ave', 'Lansing, MI 48906']}",+15175807202,(517) 580-7202,4852.055857267629,Lansing,42.7676299,-84.59465,"4805 N Grand River Ave, Lansing, MI 48906"
16,89rBUiOPM3gRrFcQlalCqw,blue-owl-coffee-lansing-3,Blue Owl Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/OSydh5TxbtidWTBDzqIKbw/o.jpg,False,https://www.yelp.com/biz/blue-owl-coffee-lansing-3?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,79,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"{'latitude': 42.7202932468045, 'longitude': -84.5521514477719}",['delivery'],$$,"{'address1': '1149 S Washington Ave', 'address2': '', 'address3': None, 'city': 'Lansing', 'zip_code': '48910', 'country': 'US', 'state': 'MI', 'display_address': ['1149 S Washington Ave', 'Lansing, MI 48910']}",+15175756836,(517) 575-6836,1614.526378042817,Lansing,42.7202932468045,-84.5521514477719,"1149 S Washington Ave, Lansing, MI 48910"
17,nKE2Fi-5TEEWAv1F5VGiKg,la-cocina-cubana-lansing-2,La Cocina Cubana,https://s3-media3.fl.yelpcdn.com/bphoto/AWzHsf6Ug3LjUtTE-Cdo9w/o.jpg,False,https://www.yelp.com/biz/la-cocina-cubana-lansing-2?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,67,"[{'alias': 'cuban', 'title': 'Cuban'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 42.73272, 'longitude': -84.55192}","['delivery', 'pickup']",$,"{'address1': '123 S Washington Sq', 'address2': '', 'address3': '', 'city': 'Lansing', 'zip_code': '48906', 'country': 'US', 'state': 'MI', 'display_address': ['123 S Washington Sq', 'Lansing, MI 48906']}",+15177088144,(517) 708-8144,1452.1896796472818,Lansing,42.73272,-84.55192,"123 S Washington Sq, Lansing, MI 48906"
18,3zoZrT-rMD9Xdc5_MEKIEQ,taqueria-el-chaparrito-lansing,Taqueria El Chaparrito,https://s3-media2.fl.yelpcdn.com/bphoto/7FOwTRdXNSGTIrwg3uH6Dw/o.jpg,False,https://www.yelp.com/biz/taqueria-el-chaparrito-lansing?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,68,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,"{'latitude': 42.742268896502615, 'longitude': -84.61856054110599}","['delivery', 'pickup']",$,"{'address1': '4832 W Saginaw Hwy', 'address2': '', 'address3': None, 'city': 'Lansing', 'zip_code': '48917', 'country': 'US', 'state': 'MI', 'display_address': ['4832 W Saginaw Hwy', 'Lansing, MI 48917']}",+15175743020,(517) 574-3020,4363.186108584442,Lansing,42.742268896502615,-84.61856054110599,"4832 W Saginaw Hwy, Lansing, MI 48917"
19,h5yduoeXA8JUjFThUZ_eDg,nola-bistro-lansing,Nola Bistro,https://s3-media4.fl.yelpcdn.com/bphoto/AO7qqJwC3F7aS0kc_p4QMw/o.jpg,False,https://www.yelp.com/biz/nola-bistro-lansing?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,145,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'tacos', 'title': 'Tacos'}]",4.0,"{'latitude': 42.739769, 'longitude': -84.60342}",['delivery'],$$,"{'address1': '603 N Waverly Rd', 'address2': '', 'address3': '', 'city': 'Lansing', 'zip_code': '48917', 'country': 'US', 'state': 'MI', 'display_address': ['603 N Waverly Rd', 'Lansing, MI 48917']}",+15173274771,(517) 327-4771,3113.9182111468895,Lansing,42.739769,-84.60342,"603 N Waverly Rd, Lansing, MI 48917"
20,b2DXuQuIlnft154Y9rHLwA,green-dot-stables-lansing,Green Dot Stables,https://s3-media1.fl.yelpcdn.com/bphoto/IRwFRVrYMbaFqWvrfYILMA/o.jpg,False,https://www.yelp.com/biz/green-dot-stables-lansing?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,128,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.0,"{'latitude': 42.72945, 'longitude': -84.5089799}",['delivery'],$,"{'address1': '410 S Clippert St', 'address2': None, 'address3': '', 'city': 'Lansing', 'zip_code': '48912', 'country': 'US', 'state': 'MI', 'display_address': ['410 S Clippert St', 'Lansing, MI 48912']}",+15175744214,(517) 574-4214,4883.66145621391,Lansing,42.72945,-84.5089799,"410 S Clippert St, Lansing, MI 48912"
21,AXOGThEgBtk-n81qqt6b9g,aladdins-restaurant-lansing,Aladdin's Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/XMtIyWMdu2ENPV8Qt8Ib8Q/o.jpg,False,https://www.yelp.com/biz/aladdins-restaurant-lansing?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,114,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'lebanese', 'title': 'Lebanese'}]",4.0,"{'latitude': 42.73604, 'longitude': -84.50813}","['delivery', 'pickup']",$,"{'address1': '300 N Clippert St', 'address2': '', 'address3': '', 'city': 'Lansing', 'zip_code': '48912', 'country': 'US', 'state': 'MI', 'display_address': ['300 N Clippert St', 'Lansing, MI 48912']}",+15173338710,(517) 333-8710,5050.85136736327,Lansing,42.73604,-84.50813,"300 N Clippert St, Lansing, MI 48912"
22,TRiWk7RhDMTwwFVNq6uxAg,envie-lansing,EnVie,https://s3-media3.fl.yelpcdn.com/bphoto/7KHus-EciKyLpKqOrjCIKA/o.jpg,False,https://www.yelp.com/biz/envie-lansing?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,82,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 42.732105, 'longitude': -84.552624}",['delivery'],$$$,"{'address1': '210 S Washington Sq', 'address2': '', 'address3': None, 'city': 'Lansing', 'zip_code': '48933', 'country': 'US', 'state': 'MI', 'display_address': ['210 S Washington Sq', 'Lansing, MI 48933']}",+15173186135,(517) 318-6135,1374.2121860220761,Lansing,42.732105,-84.552624,"210 S Washington Sq, Lansing, MI 48933"
23,amzEJY7ZRQGLjBbYl7Wiiw,hong-kong-restaurant-lansing,Hong Kong Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/hTwzB_Pz9yep59Oz0aFqrA/o.jpg,False,https://www.yelp.com/biz/hong-kong-restaurant-lansing?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,137,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.0,"{'latitude': 42.73058, 'longitude': -84.50938}","['delivery', 'pickup']",$$,"{'address1': '315 S Homer St', 'address2': '', 'address3': '', 'city': 'Lansing', 'zip_code': '48912', 'country': 'US', 'state': 'MI', 'display_address': ['315 S Homer St', 'Lansing, MI 48912']}",+15173325333,(517) 332-5333,4839.919530523462,Lansing,42.73058,-84.50938,"315 S Homer St, Lansing, MI 48912"
24,xVpJsAUlBO8CLZ_RlUipgg,fleetwood-diner-lansing,Fleetwood Diner,https://s3-media2.fl.yelpcdn.com/bphoto/l-KKIlJq6g5SdWZJy2OzrQ/o.jpg,False,https://www.yelp.com/biz/fleetwood-diner-lansing?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,184,"[{'alias': 'diners', 'title': 'Diners'}]",4.0,"{'latitude': 42.708876905975, 'longitude': -84.5476531062611}",['pickup'],$,"{'address1': '2211 S Cedar St', 'address2': '', 'address3': '', 'city': 'Lansing', 'zip_code': '48910', 'country': 'US', 'state': 'MI', 'display_address': ['2211 S Cedar St', 'Lansing, MI 48910']}",+15172677606,(517) 267-7606,2757.781179328549,Lansing,42.708876905975,-84.5476531062611,"2211 S Cedar St, Lansing, MI 48910"
25,e9YIJlhU5D1VP2cuZjOrrw,zoobies-old-town-tavern-lansing,Zoobie's Old Town Tavern,https://s3-media1.fl.yelpcdn.com/bphoto/qHDOQSwj-2qsDNH_Msc55Q/o.jpg,False,https://www.yelp.com/biz/zoobies-old-town-tavern-lansing?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,97,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 42.7476985, 'longitude': -84.5441489}",['delivery'],$$,"{'address1': '1200 N Larch St', 'address2': '', 'address3': '', 'city': 'Lansing', 'zip_code': '48906', 'country': 'US', 'state': 'MI', 'display_address': ['1200 N Larch St', 'Lansing, MI 48906']}",+15178973563,(517) 897-3563,2940.815233705401,Lansing,42.7476985,-84.5441489,"1200 N Larch St, Lansing, MI 48906"
26,uXZ86yk1D1QnXsOV6ppEzQ,strange-matter-coffee-lansing-4,Strange Matter Coffee,https://s3-media2.fl.yelpcdn.com/bphoto/F0qa3mOD1UizARXLpTL4FA/o.jpg,False,https://www.yelp.com/biz/strange-matter-coffee-lansing-4?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,66,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"{'latitude': 42.73328, 'longitude': -84.52192}",['delivery'],$$,"{'address1': '2010 E Michigan Ave', 'address2': 'Ste 103', 'address3': None, 'city': 'Lansing', 'zip_code': '48912', 'country': 'US', 'state': 'MI', 'display_address': ['2010 E Michigan Ave', 'Ste 103', 'Lansing, MI 48912']}",+15172245495,(517) 224-5495,3853.414063429945,Lansing,42.73328,-84.52192,"2010 E Michigan Ave, Ste 103, Lansing, MI 48912"
27,Rz0sRTaHbgrHrv3hclGXgQ,the-ocean-crab-lansing-3,The Ocean Crab,https://s3-media3.fl.yelpcdn.com/bphoto/6VjglYrltoYQvCnVSGbasA/o.jpg,False,https://www.yelp.com/biz/the-ocean-crab-lansing-3?adjust_creative=6fCTf1lUtMWYPrIG5SnEew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6fCTf1lUtMWYPrIG5SnEew,39,"[{'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",5.0,"{'latitude': 42.66968, 'longitude': -84.54188}","['delivery', 'pickup']",$$,"{'address1': '727 E Miller Rd', 'address2': None, 'address3': '', 'city': 'Lansing', 'zip_code': '48911', 'country': 'US', 'state': 'MI', 'display_address': ['727 E Miller Rd', 'Lansing, MI 48911']}",+15177087879,(517) 708-7879,6881.549362424479,Lansing,42.66968,-84.54188,"727 E Miller Rd, Lansing, MI 48911"
